Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Data collections
NA19198	male	SAME124049	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19093	female	SAME123172	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19146	male	SAME125080	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19201	female	SAME122990	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19098	male	SAME123633	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19153	male	SAME123019	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19206	female	SAME122983	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19360	male	SAME124915	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19235	female	SAME125002	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19213	male	SAME125384	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19372	male	SAME125100	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19247	female	SAME123691	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19225	female	SAME125218	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19377	female	SAME124470	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19254	female	SAME123494	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
NA19237	female	SAME125000	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
NA19384	male	SAME124272	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19312	male	SAME123315	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19403	female	SAME123636	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19391	female	SAME124494	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19204	female	SAME122985	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19434	female	SAME123850	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19315	female	SAME123310	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19209	female	SAME122994	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19439	female	SAME123847	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19327	female	SAME123473	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19211	male	SAME125382	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
NA19446	female	SAME122949	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19334	male	SAME123722	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19223	male	SAME125223	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19650	male	SAME124976	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19346	male	SAME124341	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19355	female	SAME124077	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19655	male	SAME124980	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19055	male	SAME125027	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19374	male	SAME125115	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19662	female	SAME122960	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19062	male	SAME123005	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19379	female	SAME125092	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19143	female	SAME124609	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19067	male	SAME123835	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19381	female	SAME124275	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19148	female	SAME124606	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
NA19074	female	SAME122817	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19393	male	SAME124496	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19150	male	SAME124838	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19079	male	SAME122823	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19398	female	SAME124497	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19321	female	SAME124569	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19175	male	SAME124887	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19401	female	SAME123634	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19338	female	SAME123274	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19473	female	SAME123119	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19432	female	SAME123855	LWK	Luhya	FR	African	1000 Genomes phase 3 release
NA19352	male	SAME124075	LWK	Luhya	FR	African	1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19625	female	SAME123655	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19437	female	SAME123851	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19371	male	SAME125111	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19649	male	SAME123442	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19317	male	SAME123312	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19376	male	SAME124469	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19651	female	SAME123123	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19324	female	SAME123472	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19383	male	SAME124273	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19656	female	SAME123130	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19331	male	SAME123250	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19390	female	SAME124493	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19702	male	SAME124231	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19350	male	SAME122853	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19395	female	SAME124490	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19707	female	SAME124234	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19475	female	SAME123121	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19674	male	SAME122792	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19714	female	SAME124449	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19653	female	SAME123125	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19679	male	SAME122796	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19719	female	SAME124445	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19658	male	SAME123132	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19681	female	SAME122938	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19721	female	SAME125311	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19660	female	SAME122958	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19686	female	SAME122939	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19396	female	SAME124491	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19723	male	SAME124695	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19701	female	SAME124232	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19404	female	SAME123637	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19728	female	SAME124702	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19984	male	SAME124287	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19428	male	SAME124036	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19730	female	SAME124869	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA20126	male	SAME122885	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19430	male	SAME123854	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19735	male	SAME124874	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20277	female	SAME123613	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19435	female	SAME123849	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19742	male	SAME123504	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA20284	male	SAME124581	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19776	female	SAME124062	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19747	male	SAME123501	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20289	female	SAME124579	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19783	male	SAME123144	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19918	male	SAME125275	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20291	male	SAME124373	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19788	female	SAME123153	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19920	male	SAME124713	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19713	female	SAME124448	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19790	female	SAME123326	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19982	male	SAME124293	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19718	female	SAME124444	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19795	male	SAME123329	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20129	female	SAME122886	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19720	male	SAME124118	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19726	male	SAME124692	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20282	female	SAME124583	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19725	female	SAME124689	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19733	female	SAME124868	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19665	female	SAME122956	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19782	female	SAME123145	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19738	male	SAME123482	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19672	female	SAME122793	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19787	male	SAME123148	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19740	female	SAME124719	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19677	female	SAME122789	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19794	female	SAME123328	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19663	female	SAME122961	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19684	female	SAME122941	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19819	female	SAME124676	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19670	male	SAME122795	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19773	female	SAME124067	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20335	male	SAME124197	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19675	female	SAME122791	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19778	male	SAME124060	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA20342	male	SAME124398	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19682	male	SAME122935	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19780	male	SAME123147	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20347	male	SAME124401	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19752	female	SAME123700	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19785	female	SAME123150	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20359	female	SAME124601	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19757	male	SAME123697	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19792	male	SAME123327	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19756	male	SAME123696	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19764	female	SAME123898	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19797	female	SAME123331	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38
NA19763	female	SAME123896	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19771	male	SAME124069	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19836	female	SAME125031	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19770	female	SAME124068	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19834	male	SAME125030	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19901	female	SAME125049	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19775	female	SAME124065	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19904	male	SAME125047	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19913	female	SAME124432	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19732	male	SAME124778	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19909	female	SAME125052	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20287	female	SAME124580	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19737	female	SAME124872	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19916	male	SAME125271	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20294	female	SAME124776	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19749	female	SAME124726	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19454	male	SAME125412	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20299	female	SAME124381	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19751	male	SAME123699	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA19461	male	SAME123298	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20302	male	SAME123601	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19908	male	SAME125053	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19466	male	SAME123294	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20314	female	SAME125304	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19915	male	SAME125274	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20350	male	SAME124595	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19754	female	SAME123694	MXL	Mexican-American	MR	American	
NA19922	male	SAME124711	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20355	female	SAME124597	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19759	male	SAME123707	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20296	female	SAME124380	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20362	male	SAME124788	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19761	female	SAME123894	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20316	male	SAME123806	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20413	male	SAME124951	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19766	female	SAME123899	MXL	Mexican-American	MR	American	1000 Genomes phase 3 release
NA20361	female	SAME124785	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20502	female	SAME124358	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19704	female	SAME124236	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20412	female	SAME124002	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20507	female	SAME124361	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19711	male	SAME124446	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20506	female	SAME124362	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20285	male	SAME124582	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA19716	female	SAME124450	MXL	Mexican-American	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20513	male	SAME124561	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20292	female	SAME124376	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20319	female	SAME123803	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20537	male	SAME124168	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20297	male	SAME124379	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20321	female	SAME123996	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20544	male	SAME125146	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20300	female	SAME123603	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20333	female	SAME124199	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20582	female	SAME123474	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20312	female	SAME123810	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20340	male	SAME124400	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20587	female	SAME123481	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20317	female	SAME123943	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20345	male	SAME124403	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20753	female	SAME124178	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20773	female	SAME124575	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20357	female	SAME124599	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20809	male	SAME125359	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20778	male	SAME124571	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20364	female	SAME124784	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20811	male	SAME123069	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20785	male	SAME123611	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20504	female	SAME124360	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20816	male	SAME125186	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20792	male	SAME123817	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20864	male	SAME123944	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20828	female	SAME123076	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20797	female	SAME123820	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20869	female	SAME123801	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20847	female	SAME123432	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20800	female	SAME125364	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20871	male	SAME123600	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
